1,3
1,13
1,13,1,8
1,13,1,8,1,12
13,1
13,2
13,11
2,1
2,13
3,1
3,2
3,13
3,13,3,14
14,1
14,3
14,3,14,2
14,13
11,1
11,3
11,3,11,2
11,13
11,13,11,14
8,1
8,3
8,3,8,2
8,11
8,11,8,13
8,11,8,13,8,14
8,11,8,13,8,14,8,15
15,1
15,3
15,3,15,2
15,8
15,8,15,11
15,8,15,11,15,13
15,8,15,11,15,13,15,14
12,1
12,3
12,3,12,2
12,8
12,8,12,11
12,8,12,11,12,13
12,8,12,11,12,13,12,15
12,8,12,11,12,13,12,15,12,14
