4,6
4,8
4,8,4,11
6,4
8,4
8,4,8,6
8,4,8,6,8,5
11,1
11,4
11,4,11,6
11,8
5,4
5,4,5,6
5,8
5,8,5,11
1,5
1,5,1,4
1,5,1,4,1,6
1,11
1,11,1,8
