15,2
15,4
2,15
2,15,2,12
4,2
4,15
4,15,4,8
12,2
12,4
12,4,12,6
12,15
6,2
6,4
6,12
6,12,6,15
8,1
8,2
8,4
8,6
8,12
8,12,8,15
1,2
1,4
1,4,1,6
1,8
1,8,1,12
1,8,1,12,1,15
