8,15
15,2
15,2,15,3
15,7
15,8
15,8,15,11
11,15
11,15,11,8
2,15
2,15,2,8
2,15,2,8,2,11
2,15,2,8,2,11,2,10
7,1
7,2
7,15
7,15,7,8
7,15,7,8,7,11
1,2
1,3
1,10
1,7
1,8
1,8,1,11
1,8,1,11,1,15
10,2
10,7
10,8
10,8,10,11
10,8,10,11,10,15
3,2
3,7
3,15
3,15,3,8
3,15,3,8,3,11
3,15,3,8,3,11,3,10
