6,3
6,5
6,15
6,15,6,10
3,6
15,3
15,6
15,8
10,3
10,6
10,15
10,15,10,12
8,3
8,6
8,15
8,15,8,10
12,3
12,5
12,6
12,10
12,10,12,8
12,10,12,8,12,15
5,3
5,6
5,8
5,8,5,10
5,8,5,10,5,15
